State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Footnote HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),Footnote for percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate
AL,017167,KINDRED AT HOME,614 MARTIN ST N,PELL CITY,35125,2053388440,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/20/2009,4,,4,,93,,5,,91,,4,,88,,4,,90,,89,,94,,27,
AL,017168,KINDRED AT HOME,824 WESTERN AMERICA DRIVE,MOBILE,36609,2513160917,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/21/2009,5,,4,,92,,5,,90,,5,,91,,4,,90,,87,,338,,30,
AL,017170,KINDRED AT HOME,1458 JONES DAIRY ROAD SUITE 100,JASPER,35501,2052215234,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/04/2009,4,,4,,92,,5,,91,,4,,85,,4,,89,,83,,266,,34,
AL,017171,KINDRED AT HOME,"1015 1ST STREET, SW, SUITE A",CULLMAN,35055,2567392992,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/02/2009,4,,4,,88,,4,,87,,5,,91,,4,,88,,82,,214,,31,
AL,017172,"WOODLAND HOME HEALTH SERVICES CRMC, LLC",1910 CHEROKEE AVENUE SW,CULLMAN,35055,2568414443,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/30/2011,4,,4,,92,,5,,89,,4,,85,,4,,91,,88,,309,,44,
AL,017175,ENCOMPASS HEALTH HOME HEALTH,"801 PRINCETON AVE SW, SUITE 210",BIRMINGHAM,35211,2052244545,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/24/2013,2,,2,,83,,3,,80,,2,,78,,2,,73,,70,,137,,25,
AL,017176,COMFORT CARE HOME HEALTH OF NORTH ALABAMA,1430 PARAMOUNT DRIVE,HUNTSVILLE,35806,2563468223,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/12/2013,3,,3,,88,,3,,82,,3,,81,,2,,79,,80,,238,,45,
AL,017177,"SHOALS HOME SERVICES, LLC",1114 BRADSHAW DRIVE,FLORENCE,35630,2562469972,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/15/2013,5,,5,,96,,5,,93,,5,,92,,5,,97,,90,,132,,36,
AL,017178,"PROHEALTH OF NORTHEAST ALABAMA, LLC",590 E MAIN STREET,CENTRE,35960,2053833538,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/18/2015,4,,4,,90,,4,,87,,4,,86,,3,,87,,83,,210,,34,
AL,017179,"PROHEALTH OF NORTH CENTRAL ALABAMA, LLC",923 2ND E AVENUE,ONEONTA,35121,2052740020,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/04/2015,4,,3,,89,,5,,88,,3,,84,,4,,88,,84,,148,,23,
AL,017180,"PROHEALTH-GULF COAST, LLC","101B VILLA DRIVE, SUITE 213",DAPHNE,36526,8663300609,Local,Yes,Yes,Yes,Yes,No,Yes,12/23/2015,3,,3,,87,,3,,82,,3,,83,,3,,81,,75,,162,,22,
AL,017182,FIVE POINTS HOME HEALTH,"100 CONCOURSE PARKWAY, SUITE 120",HOOVER,35244,2052353232,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/19/2016,4,,4,,90,,4,,89,,3,,81,,3,,90,,80,,108,,21,
AL,017300,AMEDISYS HOME HEALTH OF TUSCALOOSA,4116 WATERMELON ROAD,NORTHPORT,35473,8662978253,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/17/1976,5,,5,,94,,5,,90,,4,,88,,4,,91,,86,,289,,29,
AL,017305,AMEDISYS HOME HEALTH OF ANNISTON,"171 TOWN CENTER DR, SUITE MPS-4",ANNISTON,36205,2568202503,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/20/1979,4,,4,,92,,4,,87,,4,,88,,4,,89,,84,,321,,32,
AL,017307,KINDRED AT HOME,"5009 RIVER CHASE DRIVE, BLDG 100, SUITE D",PHENIX CITY,36867,3342976900,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/04/1982,5,,5,,94,,5,,93,,4,,85,,4,,89,,89,,183,,31,
AL,017319,AMEDISYS HOME HEALTH OF MONTGOMERY,"300 INTERSTATE PARK DRIVE, SUITE 324",MONTGOMERY,36109,3342720313,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/01/1994,4,,4,,90,,5,,88,,3,,84,,3,,85,,79,,374,,24,
AL,017320,AMEDISYS HOME HEALTH OF SELMA,108 EXECUTIVE PARK LANE,SELMA,36701,3348752550,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/31/1991,4,,4,,91,,5,,88,,4,,90,,4,,91,,84,,333,,29,
AL,017323,MONROE CO HOSP PROGRESSIVE HOM,DR WOODROW EDDINS MED DR-P.O. 886,MONROEVILLE,36461,2517437328,Official Health Agency,Yes,Yes,Yes,No,No,Yes,03/06/1995,4,,4,,91,,4,,87,,4,,87,,3,,84,,89,,165,,40,
AL,017324,ENCOMPASS HEALTH HOME HEALTH,824 HIGHWAY 231 SOUTH,TROY,36081,3345669238,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/13/2002,5,,5,,93,,5,,90,,4,,90,,4,,87,,87,,336,,30,
AL,017326,ENCOMPASS HEALTH HOME HEALTH,"1690 BELTLINE ROAD, STE B",DECATUR,35601,2563552759,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/12/2001,4,,4,,90,,5,,88,,4,,89,,4,,89,,86,,400,,33,
AL,017327,AMEDISYS HOME HEALTH OF WALKER,100 HIGHWAY 78 WEST,JASPER,35501,2052952434,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/03/2005,5,,5,,94,,5,,92,,5,,91,,4,,91,,88,,151,,32,
AL,017328,AMEDISYS HOME HEALTH OF BREWTON,2554 DOUGLAS AVENUE,BREWTON,36426,2518091717,Local,Yes,Yes,Yes,Yes,No,Yes,01/18/2006,4,,4,,91,,5,,90,,4,,90,,4,,90,,82,,162,,30,
AL,017831,GENEVA COUNTY HOME CARE,300 COUNTY ROAD 41,HARTFORD,36344,3346842259,Official Health Agency,Yes,Yes,No,No,Yes,Yes,07/01/1966,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AL,017876,LAWRENCE COUNTY HOME CARE,"13299 ALABAMA HIGHWAY 157, P O BOX 308",MOULTON,35650,2569747076,Official Health Agency,Yes,Yes,No,No,Yes,Yes,04/05/1988,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AL,017878,COMFORT CARE HOME HEALTH OF NORTHEAST ALABAMA,"100 MEDICAL CENTER DRIVE, SUITE 306",GADSDEN,35903,2564594971,Local,Yes,Yes,Yes,Yes,Yes,No,08/21/2018,5,,5,,94,,5,,93,,5,,92,,5,,95,,89,,87,,46,
AL,017879,COMFORT CARE HOME HEALTH,1306 NORTH WASHINGTON STREET,LIVINGSTON,35470,2056090276,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/08/2019,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AK,027001,PROVIDENCE IN HOME SERVICES,"4001 DALE STREET, SUITE 101",ANCHORAGE,99508,9075630130,Local,Yes,Yes,Yes,Yes,Yes,Yes,05/17/1982,3,,3,,88,,3,,84,,3,,80,,3,,85,,79,,161,,25,
AK,027002,HOSPICE & HOME CARE OF JUNEAU,1803 GLACIER HIGHWAY,JUNEAU,99801,9074633113,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,12/27/1982,Not Available,11,Not Available,11,94,11,Not Available,11,86,11,Not Available,11,88,11,Not Available,11,93,11,91,11,26,,23,
AK,027006,FAIRBANKS MEMORIAL HOSPITAL HHA,1701 GILLAM WAY,FAIRBANKS,99701,9074585410,Hospital Based Program,Yes,Yes,No,No,Yes,Yes,09/19/1985,3,11,2,11,83,11,4,11,84,11,4,11,85,11,2,11,77,11,84,11,43,,19,
AK,027007,SEARHC SITKA HOME HEALTH AGENCY,209 MOLLER AVENUE,SITKA,99835,9077471750,Local,Yes,Yes,Yes,Yes,No,Yes,09/26/1985,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AK,027008,ANCORA HOME HEALTH & HOSPICE,2851 E PALMER-WASILLA HWY,WASILLA,99654,9073524800,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,01/22/1987,3,,2,,85,,4,,85,,2,,78,,3,,83,,76,,143,,27,
AK,027009,PETERSBURG MEDICAL CENTER HOME,P.O. BOX 589,PETERSBURG,99833,9077724291,Hospital Based Program,Yes,Yes,Yes,Yes,No,No,07/21/1987,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AK,027010,SOUTH PENINSULA HOSPITAL HHA,4300 BARTLETT STREET,HOMER,99603,9072350369,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,02/20/1990,Not Available,11,Not Available,11,89,11,Not Available,11,94,11,Not Available,11,83,11,Not Available,11,91,11,83,11,35,,40,
AK,027014,PEACEHEALTH KETCHIKAN MEDICAL CENTER HOME HEALTH,212 CARLANNA LAKE ROAD SUITE 100,KETCHIKAN,99901,9072287600,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,03/04/1993,Not Available,11,Not Available,11,89,11,Not Available,11,89,11,Not Available,11,82,11,Not Available,11,89,11,94,11,27,,21,
AK,027020,"1ST CHOICE HOME HEALTH CARE, INC",159 EAST REDOUBT AVE,SOLDOTNA,99669,9072605959,Official Health Agency,Yes,Yes,Yes,Yes,Yes,No,01/02/1996,3,11,4,11,90,11,4,11,88,11,2,11,78,11,3,11,89,11,78,11,48,,16,
AK,027022,FRONTIER HOME HEALTH,"3909 ARCTIC BLVD, SUITE 102",ANCHORAGE,99503,9072721275,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,05/07/1996,2,,1,,78,,3,,76,,2,,74,,1,,67,,59,,85,,20,
AK,027032,"MAXIM HEALTHCARE SERVICES, INC",670 WEST FIREWEED LANE SUITE 160,ANCHORAGE,99503,9077700862,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/23/2006,3,11,2,11,87,11,3,11,79,11,4,11,90,11,1,11,77,11,80,11,42,,21,
AK,027034,"ALASKAN HOME HEALTH, INC",9191 OLD SEWARD HIGHWAY SUITE 19A,ANCHORAGE,99515,9078308548,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/16/2016,4,11,4,11,91,11,4,11,86,11,4,11,86,11,4,11,90,11,83,11,67,,27,
AK,027035,INFINITE CARE OF ALASKA,"165 EAST 56TH AVENUE, SUITE 3",ANCHORAGE,99518,9073503606,Local,Yes,No,No,No,No,Yes,01/04/2016,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AK,027036,WELLSPRING HOME HEALTH CENTER,201 E SWANSON AVE  STE 7,WASILLA,99654,9073573655,Local,Yes,Yes,No,Yes,Yes,Yes,05/17/2017,Not Available,11,Not Available,11,70,11,Not Available,11,72,11,Not Available,11,55,11,Not Available,11,77,11,70,11,26,,14,
AK,027037,SEARHC HOME HEALTH AGENCY,814 HALIBUT POINT RD STE 202,SITKA,99835,9079668969,Hospital Based Program,Yes,Yes,Yes,Yes,No,No,08/29/2019,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AZ,037015,BANNER HOME CARE AZ,"275 EAST GERMANN ROAD, SUITE 110S",GILBERT,85297,4806571000,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/19/1977,4,,4,,89,,4,,85,,3,,81,,3,,84,,77,,1546,,27,
AZ,037016,INTERIM HEALTHCARE,"5055 EAST BROADWAY, SUITE D-104",TUCSON,85711,5207471800,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/28/1979,2,,2,,83,,3,,82,,2,,72,,2,,75,,67,,270,,22,
AZ,037020,HOSPICE OF THE VALLEY HOME HEALTH AGENCY,1510 EAST FLOWER STREET,PHOENIX,85014,6025306900,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/08/1980,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AZ,037024,SCOTTSDALE HEALTHCARE HOME HEALTH,"7301 EAST 2ND STREET, SUITE 302",SCOTTSDALE,85251,4808824222,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/01/1981,4,,4,,91,,5,,91,,3,,83,,4,,90,,85,,214,,27,
AZ,037027,SUMMIT HEALTHCARE HOME HEALTH,"5171 CUB LAKE ROAD, SUITE 270",SHOW LOW,85901,9285376900,Hospital Based Program,Yes,Yes,No,No,Yes,Yes,09/15/1982,4,,5,,92,,4,,85,,3,,83,,4,,84,,87,,92,,21,
AZ,037030,"BAYADA HOME HEALTH CARE, INC.","2971 WILLOW CREEK ROAD, BUILDING 1, SUITE A",PRESCOTT,86301,9287595900,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/29/1982,4,,4,,91,,5,,91,,3,,81,,4,,86,,85,,229,,31,
AZ,037036,KINDRED AT HOME,"5255 EAST WILLIAMS CIRCLE, SUITE 6400",TUCSON,85711,5207311333,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/27/1983,4,,4,,91,,4,,88,,4,,87,,4,,87,,83,,268,,33,
AZ,037037,KINDRED AT HOME,"16620 NORTH 40TH STREET, SUITE D4",PHOENIX,85032,6029920709,Local,Yes,Yes,Yes,Yes,Yes,Yes,03/21/1983,4,,4,,91,,5,,92,,3,,83,,4,,89,,82,,350,,36,
AZ,037042,NORTHERN ARIZONA HOME HEALTH,"203 SOUTH CANDY LANE, SUITE 5A",COTTONWOOD,86326,9286396674,Local,Yes,Yes,Yes,No,Yes,No,11/30/1983,3,,3,,86,,3,,86,,3,,82,,2,,82,,79,,124,,30,
AZ,037047,NORTHERN ARIZONA HOME HEALTH,"1501 SOUTH YALE STREET, SUITE 101",FLAGSTAFF,86001,9287732238,Local,Yes,Yes,Yes,No,No,Yes,01/26/1984,3,,2,,83,,3,,78,,3,,81,,3,,78,,77,,80,,27,
AZ,037050,KINGMAN REGIONAL MEDICAL CENTER HOME HEALTH,"2202 STOCKTON HILL ROAD, SUITE 200",KINGMAN,86401,9287570630,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,04/17/1984,4,,4,,89,,4,,87,,4,,85,,3,,83,,78,,174,,33,
AZ,037057,HAVASU REGIONAL MEDICAL CENTER HOME HEALTH,"1795 CIVIC CENTER BOULEVARD, SUITE 104",LAKE HAVASU CITY,86403,9286801209,Hospital Based Program,Yes,Yes,Yes,Yes,Yes,Yes,07/27/1984,4,,4,,90,,4,,88,,4,,89,,4,,90,,88,,115,,45,
AZ,037068,"BAYADA HOME HEALTH CARE, INC.","706 EAST BELL ROAD, SUITE 111",PHOENIX,85022,6028706364,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/06/1985,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AZ,037070,"DEPENDABLE HOME HEALTH, INC","1121 NORTH EL DORADO PLACE, SUITE 350",TUCSON,85715,5207213822,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,01/30/1985,3,,3,,88,,3,,83,,3,,80,,3,,85,,80,,296,,31,
AZ,037099,EDEN HOME HEALTH,"4066 EAST MONSANTO DRIVE, UNIT E",SIERRA VISTA,85650,3608926628,Local,Yes,Yes,Yes,No,Yes,Yes,06/10/1988,3,,3,,88,,4,,85,,3,,83,,3,,85,,77,,96,,22,
AZ,037101,FOUNDATION FOR SENIOR LIVING HOME HEALTH AGENCY,1201 EAST THOMAS ROAD,PHOENIX,85014,6022851800,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/17/1988,Not Available,11,Not Available,11,92,11,Not Available,11,79,11,Not Available,11,79,11,Not Available,11,59,11,62,11,21,,21,
AZ,037106,AMEDISYS HOME HEALTH CARE,"5045 NORTH 12TH STREET, SUITE 100",PHOENIX,85014,6022000835,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/30/1988,3,,3,,89,,4,,84,,3,,84,,3,,87,,80,,128,,30,
AZ,037112,INTREPID USA HEALTHCARE SERVICES,"1 WEST WETMORE ROAD, SUITE 203",TUCSON,85705,2144453750,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/17/1990,4,,3,,86,,4,,87,,3,,81,,4,,89,,83,,132,,29,
AZ,037114,BANNER HOME CARE - PAYSON,"708 EAST ROUTE 260, SUITE A1",PAYSON,85541,9284725245,Local,Yes,Yes,Yes,No,No,Yes,08/06/1990,5,,5,,94,,5,,91,,4,,90,,5,,94,,89,,154,,36,
AZ,037118,NURSECORE OF TUCSON,"2980 NORTH CAMPBELL, SUITE 160",TUCSON,85719,5207912300,Local,Yes,No,No,No,No,Yes,01/23/1991,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AZ,037125,"NSI NURSING SERVICE, INC.",3075 NORTH SWAN ROAD,TUCSON,85712,5207311117,Local,Yes,Yes,No,No,No,Yes,04/14/1992,Not Available,11,Not Available,11,88,11,Not Available,11,88,11,Not Available,11,88,11,Not Available,11,79,11,82,11,25,,20,
AZ,037129,"DEPENDABLE HOME HEALTH, INC.","857 WEST BELL ROAD, SUITE 7",NOGALES,85621,5207613211,Local,Yes,Yes,No,No,No,Yes,07/14/1992,4,11,3,11,89,11,3,11,80,11,4,11,86,11,4,11,88,11,81,11,60,,27,
AZ,037130,"BAYADA HOME HEALTH CARE, INC","7070 NORTH ORACLE ROAD, SUITE 100",TUCSON,85704,5205442300,Local,Yes,Yes,Yes,Yes,Yes,Yes,06/24/1992,4,,4,,90,,5,,90,,4,,87,,4,,88,,86,,295,,34,
AZ,037132,MD HOME HEALTH,"7500 DREAMY DRAW DRIVE, SUITE 200",PHOENIX,85020,6022669971,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/15/1992,2,,2,,83,,3,,81,,2,,77,,2,,79,,70,,340,,15,
AZ,037139,KINDRED AT HOME,"3107 CLEARWATER DRIVE, SUITE A",PRESCOTT,86305,9284452522,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/17/1992,3,,4,,89,,4,,85,,2,,78,,2,,80,,79,,171,,37,
AZ,037144,"SACRED HEART HOME CARE, INC","2504 EAST RIVER ROAD, SUITE 100",TUCSON,85718,5205774630,Local,Yes,Yes,Yes,Yes,Yes,No,04/29/1993,4,,4,,89,,4,,86,,4,,87,,4,,92,,86,,117,,34,
AZ,037146,MOHAVE HOME HEALTH,"2020 SILVER CREEK ROAD, BUILDING A, SUITE 114",BULLHEAD CITY,86442,9287633184,Local,Yes,Yes,Yes,No,Yes,Yes,05/05/1993,3,,3,,88,,3,,83,,3,,80,,3,,83,,81,,109,,31,
AZ,037154,NNI HOME CARE SERVICES,"3085 NORTH WINDSONG DRIVE, SUITE A",PRESCOTT VALLEY,86314,9287728707,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/14/1994,4,,4,,91,,5,,92,,4,,89,,4,,89,,84,,139,,45,
AZ,037162,NURSING SOLUTIONS,"15255 NORTH 40TH STREET, SUITE 141",PHOENIX,85032,6023311100,Local,Yes,Yes,Yes,Yes,Yes,No,08/04/1994,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AZ,037178,"HORIZON HOME HEALTH, LLC",906 NORTH NAVAJO DRIVE,PAGE,86040,9286459110,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/18/1995,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AZ,037179,COPPER VALLEY HOME HEALTH,101 COLE AVENUE,BISBEE,85603,5204327450,Local,Yes,Yes,Yes,No,No,Yes,04/21/1994,Not Available,11,Not Available,11,95,11,Not Available,11,95,11,Not Available,11,93,11,Not Available,11,96,11,89,11,22,,18,
AZ,037185,"BAYADA HOME HEALTH CARE, INC.","18001 NORTH 79TH AVENUE, SUITE A-3",GLENDALE,85308,6239795266,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/07/1996,3,,4,,89,,4,,86,,1,,66,,4,,85,,72,,92,,20,
AZ,037188,NIGHTINGALE HOMECARE,"2411 WEST ROSE GARDEN LANE, SUITE 110",PHOENIX,85027,6025041555,Local,Yes,Yes,Yes,Yes,Yes,Yes,04/04/1996,4,,5,,95,,5,,92,,2,,79,,4,,90,,93,,108,,26,
AZ,037192,AMEDISYS HOME HEALTH,"1380 SOUTH CASTLE DOME AVENUE, SUITE 107",YUMA,85365,9283411300,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/10/1996,3,,3,,88,,4,,86,,4,,86,,2,,83,,81,,271,,30,
AZ,037199,ARIZONA HOME CARE,1626 SOUTH EDWARD DRIVE,TEMPE,85281,6022525000,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/28/1996,4,,4,,91,,5,,89,,4,,87,,4,,90,,86,,318,,31,
AZ,037202,THEMA HEALTH SERVICES,1725 EAST OSBORN ROAD,PHOENIX,85016,6028884400,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/15/1996,3,,3,,86,,4,,84,,3,,82,,3,,80,,73,,204,,28,
AZ,037204,AVEANNA HEALTHCARE,"4745 NORTH 7TH STREET, SUITE 432",PHOENIX,85014,6024331200,Local,Yes,Yes,Yes,Yes,No,No,11/26/1996,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AZ,037205,NURSECORE OF PHOENIX,"7000 NORTH 16TH STREET, SUITE 156",PHOENIX,85020,6022743400,Local,Yes,No,No,No,No,Yes,03/06/1997,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AZ,037206,NURSING SOLUTIONS OF SOUTHERN ARIZONA,"2980 NORTH CAMPBELL AVENUE, SUITE 190",TUCSON,85719,5208866620,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/14/1997,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AZ,037212,HEALTH AT HOME,"2421 EAST SOUTHERN AVENUE, SUITE 8",TEMPE,85282,4804139087,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/25/1997,3,,2,,83,,3,,80,,3,,80,,2,,82,,69,,76,,35,
AZ,037213,"BAYADA HOME HEALTH CARE, INC","6367 EAST TANQUE VERDE ROAD, SUITE 150",TUCSON,85715,5207218800,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/24/1998,3,,4,,89,,4,,87,,2,,76,,3,,84,,85,,312,,31,
AZ,037215,AT HOME HEALTHCARE,"1550 EAST MISSOURI AVENUE, SUITE 102",PHOENIX,85014,3372331307,Local,Yes,Yes,Yes,No,Yes,No,12/02/1998,5,11,5,11,92,11,5,11,92,11,4,11,88,11,4,11,85,11,75,11,57,,21,
AZ,037216,PROFESSIONAL HOME CARE SERVICES,"7600 NORTH 16TH STREET, SUITE 140",PHOENIX,85020,6022635000,Local,Yes,No,No,No,No,Yes,08/27/2001,Not Available,11,Not Available,11,91,11,Not Available,11,86,11,Not Available,11,84,11,Not Available,11,89,11,91,11,14,,36,
AZ,037217,ANGELS CARE HOME HEALTH OF ARIZONA,301 SOUTH WILLARD,COTTONWOOD,86326,9286498890,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/05/2002,4,,4,,90,,4,,87,,4,,86,,3,,85,,83,,525,,37,
AZ,037220,ASSISTED HEALTHCARE SERVICES,"1420 EAST MISSOURI AVENUE, SUITE 101",PHOENIX,85014,4808602345,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/22/2003,3,,2,,84,,3,,81,,3,,82,,2,,78,,67,,212,,23,
AZ,037221,AT HOME HEALTHCARE,"2980 NORTH CAMPBELL AVENUE, SUITE 170",TUCSON,85719,5204982288,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/28/2003,4,,4,,89,,4,,88,,4,,87,,3,,83,,84,,216,,31,
AZ,037224,LOS NINOS HOSPITAL INNOVATIVE HOME HEALTH CARE,"2601 EAST THOMAS ROAD, SUITE 230",PHOENIX,85016,6023059500,Local,Yes,Yes,Yes,Yes,Yes,No,09/03/2003,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AZ,037226,SUNRISE HEALTH SERVICES,"1840 EAST UNIVERSITY DRIVE, SUITE 1",MESA,85203,4809260133,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/07/2004,3,,3,,88,,3,,81,,2,,78,,3,,88,,74,,146,,22,
AZ,037228,"MAXIM HEALTHCARE SERVICES, INC.","5151 EAST BROADWAY BOULEVARD, SUITE 1100",TUCSON,85711,5207908200,Local,Yes,No,No,No,Yes,No,04/14/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
AZ,037229,"MAXICARE HOME HEALTH, INC.","2432 WEST PEORIA AVENUE, SUITE 1120",PHOENIX,85029,6022461115,Local,Yes,Yes,No,No,No,No,07/08/2004,Not Available,11,Not Available,11,88,11,Not Available,11,61,11,Not Available,11,75,11,Not Available,11,48,11,71,11,12,,18,
AZ,037230,VICTORY HOME CARE AGENCY,"1212 NORTH SPENCER STREET, SUITE 1",MESA,85203,4807266553,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/27/2004,Not Available,11,Not Available,11,83,11,Not Available,11,84,11,Not Available,11,78,11,Not Available,11,82,11,76,11,16,,36,
