subject,modeldate,party,very_estimate,somewhat_estimate,not_very_estimate,not_at_all_estimate,timestamp
concern-infected,2020-21-05,all,32.975016,35.366737,19.577254,11.233354,2020-21-05 18:15
concern-economy,2020-20-05,all,56.731735,30.632183,8.8444108,2.6650006,2020-20-05 18:15
concern-infected,2020-20-05,all,33.110292,35.094814,19.721133,11.337914,2020-20-05 18:15
concern-economy,2020-19-05,all,58.12627,29.699593,7.9739589,2.9926162,2020-19-05 23:55
concern-infected,2020-19-05,all,30.753734,36.317724,20.233431,12.151683,2020-19-05 23:55
concern-economy,2020-18-05,all,55.605722,30.937587,8.5689622,3.3159111,2020-18-05 16:35
concern-infected,2020-18-05,all,30.653207,36.223235,20.333553,12.277826,2020-18-05 16:35
concern-economy,2020-17-05,all,55.605722,30.937587,8.5689622,3.3159111,2020-17-05 12:20
concern-infected,2020-17-05,all,31.921953,36.125928,19.716114,11.689733,2020-17-05 12:20
concern-economy,2020-16-05,all,55.605722,30.937587,8.5689622,3.3159111,2020-16-05 08:05
concern-infected,2020-16-05,all,31.921953,36.125928,19.716114,11.689733,2020-16-05 08:05
concern-economy,2020-15-05,all,55.573327,30.9124,8.7112704,3.2200788,2020-15-05 15:05
concern-infected,2020-15-05,all,31.838945,36.199089,19.740359,11.683738,2020-15-05 15:05
concern-economy,2020-14-05,all,55.577297,30.988506,8.6539788,3.137298,2020-14-05 18:00
concern-infected,2020-14-05,all,31.731098,36.250174,19.809888,11.731546,2020-14-05 18:00
concern-economy,2020-13-05,all,55.64439,30.923093,8.7908402,3.0706678,2020-13-05 17:10
concern-infected,2020-13-05,all,31.479767,35.992653,20.049036,11.941353,2020-13-05 17:10
concern-economy,2020-12-05,all,55.903754,30.790191,8.6424016,3.0879324,2020-12-05 23:05
concern-infected,2020-12-05,all,32.708295,36.02825,19.416241,11.35856,2020-12-05 23:05
concern-economy,2020-11-05,all,55.067558,31.544267,8.9813184,3.2044838,2020-11-05 14:35
concern-infected,2020-11-05,all,32.834497,35.970886,19.390422,11.301951,2020-11-05 14:35
concern-economy,2020-10-05,all,55.067558,31.544267,8.9813184,3.2044838,2020-11-05 11:05
concern-infected,2020-10-05,all,32.816567,35.953075,19.422994,11.314738,2020-11-05 11:05
concern-economy,2020-09-05,all,55.067558,31.544267,8.9813184,3.2044838,2020-09-05 07:40
concern-infected,2020-09-05,all,32.005781,36.926379,19.904584,10.629841,2020-09-05 07:40
concern-economy,2020-08-05,all,55.149742,31.561404,8.8604195,3.2206276,2020-08-05 16:10
concern-infected,2020-08-05,all,31.995114,36.913,19.904515,10.632161,2020-08-05 16:10
concern-economy,2020-07-05,all,55.209089,31.403264,8.9146082,3.2570424,2020-07-05 18:50
concern-infected,2020-07-05,all,31.006627,37.332181,20.152212,11.010493,2020-07-05 18:50
concern-economy,2020-06-05,all,55.146994,31.358786,8.9364641,3.3386696,2020-06-05 19:45
concern-infected,2020-06-05,all,30.660573,37.360991,20.436568,11.101611,2020-06-05 19:45
concern-economy,2020-05-05,all,56.459974,30.210791,8.857056,3.2781455,2020-05-05 19:20
concern-infected,2020-05-05,all,30.160456,38.928102,19.945428,10.417537,2020-05-05 19:20
concern-economy,2020-04-05,all,56.966255,29.726851,8.7266236,3.3017727,2020-04-05 15:10
concern-infected,2020-04-05,all,31.375595,38.446992,20.011603,9.5298665,2020-04-05 15:10
concern-economy,2020-03-05,all,56.966255,29.726851,8.7266236,3.3017727,2020-03-05 15:40
concern-infected,2020-03-05,all,31.373302,38.526123,19.956354,9.5225053,2020-03-05 15:40
concern-economy,2020-02-05,all,56.966255,29.726851,8.7266236,3.3017727,2020-02-05 07:00
concern-infected,2020-02-05,all,31.279785,38.479429,20.263981,9.371332,2020-02-05 07:00
concern-economy,2020-01-05,all,57.021726,29.806858,8.6609931,3.2976355,2020-01-05 19:00
concern-infected,2020-01-05,all,31.189971,38.591662,20.267373,9.347461,2020-01-05 19:00
concern-economy,2020-30-04,all,57.129176,29.754365,8.6404195,3.2504886,2020-30-04 15:45
concern-infected,2020-30-04,all,31.081605,38.489262,20.395984,9.4834747,2020-30-04 15:45
concern-economy,2020-29-04,all,56.954562,29.879102,8.6840714,3.2539677,2020-29-04 17:30
concern-infected,2020-29-04,all,30.81259,38.758053,20.486051,9.4559766,2020-29-04 17:30
concern-economy,2020-28-04,all,56.797742,30.084297,8.8643205,2.9713826,2020-28-04 23:00
concern-infected,2020-28-04,all,30.781942,38.757897,20.473387,9.4600028,2020-28-04 23:00
concern-economy,2020-27-04,all,55.613904,31.016987,9.3650708,2.8446749,2020-27-04 17:45
concern-infected,2020-27-04,all,32.335759,38.559291,19.797426,8.7038327,2020-27-04 17:45
concern-economy,2020-26-04,all,54.695862,31.78422,9.7966249,2.9533676,2020-27-04 08:05
concern-infected,2020-26-04,all,32.60568,37.815997,19.994388,8.8993825,2020-27-04 08:05
concern-economy,2020-25-04,all,54.695862,31.78422,9.7966249,2.9533676,2020-25-04 07:55
concern-infected,2020-25-04,all,32.60568,37.815997,19.994388,8.8993825,2020-25-04 07:55
concern-economy,2020-24-04,all,55.093169,31.514864,9.7099321,2.9704835,2020-24-04 14:10
concern-infected,2020-24-04,all,32.596807,37.829933,19.929268,8.9389042,2020-24-04 14:10
concern-economy,2020-23-04,all,55.19769,31.277705,9.7230732,3.00445,2020-23-04 15:25
concern-infected,2020-23-04,all,32.345584,37.734254,20.04996,9.076144,2020-23-04 15:25
concern-economy,2020-22-04,all,55.376078,31.108016,9.6973004,3.0193589,2020-22-04 15:55
concern-infected,2020-22-04,all,32.202039,37.661474,20.192229,9.0835493,2020-22-04 15:55
concern-economy,2020-21-04,all,56.888707,30.586927,8.6787873,2.9738719,2020-21-04 21:40
concern-infected,2020-21-04,all,31.901182,37.634756,20.23673,9.2376939,2020-21-04 21:40
concern-economy,2020-20-04,all,57.850277,29.622583,8.66464,2.8720653,2020-20-04 19:15
concern-infected,2020-20-04,all,34.073216,37.892804,18.89104,7.9452866,2020-20-04 19:15
concern-economy,2020-19-04,all,57.043192,29.922808,8.8579152,2.9740339,2020-19-04 09:05
concern-infected,2020-19-04,all,33.833518,38.092426,19.079587,7.8919244,2020-19-04 09:05
concern-economy,2020-18-04,all,57.043192,29.922808,8.8579152,2.9740339,2020-18-04 17:35
concern-infected,2020-18-04,all,33.706203,37.924524,19.317968,8.0828527,2020-18-04 17:35
concern-economy,2020-17-04,all,56.952778,30.000463,8.9196521,3.0507676,2020-17-04 14:30
concern-infected,2020-17-04,all,33.741089,37.882025,19.308946,8.0852459,2020-17-04 14:30
concern-economy,2020-16-04,all,56.978714,29.867328,8.940358,3.1035411,2020-16-04 17:45
concern-infected,2020-16-04,all,33.736069,37.804236,19.199485,8.1477367,2020-16-04 17:45
concern-economy,2020-15-04,all,56.992024,29.870961,8.7943251,3.1561254,2020-15-04 17:00
concern-infected,2020-15-04,all,36.811698,36.842879,17.132289,7.9718535,2020-15-04 17:00
concern-economy,2020-14-04,all,57.159566,29.665565,8.7932075,3.1979079,2020-14-04 19:35
concern-infected,2020-14-04,all,38.344719,36.642256,16.09089,7.5965934,2020-14-04 19:35
concern-economy,2020-13-04,all,57.154326,29.819843,8.8092224,3.0669822,2020-13-04 19:05
concern-infected,2020-13-04,all,38.79787,36.356667,15.820303,7.7031128,2020-13-04 19:05
concern-economy,2020-12-04,all,56.843724,30.26084,9.0852522,3.0177649,2020-13-04 06:50
concern-infected,2020-12-04,all,37.150252,36.354122,16.773462,8.2610136,2020-13-04 06:50
concern-economy,2020-11-04,all,56.843724,30.26084,9.0852522,3.0177649,2020-11-04 07:50
concern-infected,2020-11-04,all,38.012555,36.800441,16.569675,7.8548123,2020-11-04 07:50
concern-economy,2020-10-04,all,57.06725,30.095193,9.0937099,2.9518285,2020-10-04 09:55
concern-infected,2020-10-04,all,37.999492,36.834147,16.569473,7.8352198,2020-10-04 09:55
concern-economy,2020-09-04,all,57.075326,30.131905,9.1004618,2.9470866,2020-09-04 18:30
concern-infected,2020-09-04,all,37.500457,36.38094,17.087186,8.1516584,2020-09-04 18:30
concern-economy,2020-08-04,all,56.539081,30.665442,8.9935252,3.0943447,2020-08-04 22:10
concern-infected,2020-08-04,all,36.96633,36.130652,17.203993,8.671082,2020-08-04 22:10
concern-economy,2020-07-04,all,54.897678,31.463003,9.611591,3.1513887,2020-07-04 23:20
concern-infected,2020-07-04,all,33.412965,36.373118,18.902791,9.9494827,2020-07-04 23:20
concern-economy,2020-06-04,all,55.311979,31.338252,9.3722758,3.0746686,2020-06-04 23:50
concern-infected,2020-06-04,all,32.982783,36.513441,19.071331,10.106182,2020-06-04 23:50
concern-economy,2020-05-04,all,54.400371,31.799203,9.6014506,3.1591725,2020-06-04 10:50
concern-infected,2020-05-04,all,32.982783,36.513441,19.071331,10.106182,2020-06-04 10:50
concern-economy,2020-04-04,all,54.400371,31.799203,9.6014506,3.1591725,2020-04-04 00:30
concern-infected,2020-04-04,all,32.982783,36.513441,19.071331,10.106182,2020-04-04 00:30
concern-economy,2020-03-04,all,54.462539,31.712841,9.6709547,3.0979517,2020-03-04 13:35
concern-infected,2020-03-04,all,32.9665,36.413921,19.133612,10.14452,2020-03-04 13:35
concern-infected,2020-02-04,all,31.81763,36.3726,19.80058,10.62861,2020-02-04 17:46
concern-economy,2020-02-04,all,54.5601,31.42808,9.623364,3.319085,2020-02-04 17:45
concern-infected,2020-01-04,all,31.81763,36.3726,19.80058,10.62861,2020-02-04 17:46
concern-economy,2020-01-04,all,54.5601,31.42808,9.623364,3.319085,2020-02-04 17:45
concern-economy,2020-31-03,all,55.14687,30.67529,9.485602,3.604705,2020-02-04 17:45
concern-infected,2020-31-03,all,31.53831,36.23717,20.06977,10.73117,2020-02-04 17:46
concern-economy,2020-30-03,all,55.14687,30.67529,9.485602,3.604705,2020-02-04 17:45
concern-infected,2020-30-03,all,31.48081,36.19573,20.08361,10.84496,2020-02-04 17:46
concern-economy,2020-29-03,all,63.37077,25.67033,6.820952,3.483248,2020-02-04 17:45
concern-infected,2020-29-03,all,32.5274,37.45335,20.25546,9.067663,2020-02-04 17:46
concern-infected,2020-28-03,all,30.97512,37.652,21.01104,9.644611,2020-02-04 17:46
concern-economy,2020-28-03,all,55.76489,28.83874,9.314854,5.001129,2020-02-04 17:45
concern-infected,2020-27-03,all,30.5966,37.28209,21.37903,9.982054,2020-02-04 17:46
concern-economy,2020-27-03,all,55.76489,28.83874,9.314854,5.001129,2020-02-04 17:45
concern-economy,2020-26-03,all,55.76489,28.83874,9.314854,5.001129,2020-02-04 17:45
concern-infected,2020-26-03,all,30.51298,37.2417,21.47831,10.00302,2020-02-04 17:46
concern-economy,2020-25-03,all,54.05219,29.72926,9.848284,5.136967,2020-02-04 17:45
concern-infected,2020-25-03,all,30.44253,37.22616,21.52938,10.01975,2020-02-04 17:46
concern-infected,2020-24-03,all,29.26733,36.11691,22.96114,10.7774,2020-02-04 17:46
concern-economy,2020-24-03,all,54.05219,29.72926,9.848284,5.136967,2020-02-04 17:45
concern-economy,2020-23-03,all,52.73412,30.45293,10.28445,5.333936,2020-02-04 17:45
concern-infected,2020-23-03,all,27.9404,36.6573,23.26873,11.04683,2020-02-04 17:46
concern-economy,2020-22-03,all,52.73412,30.45293,10.28445,5.333936,2020-02-04 17:45
concern-infected,2020-22-03,all,27.28671,36.35975,23.72996,11.32055,2020-02-04 17:46
concern-infected,2020-21-03,all,24.29691,37.2181,25.39157,11.64195,2020-02-04 17:46
concern-economy,2020-21-03,all,47.62551,32.997,12.07553,5.92444,2020-02-04 17:45
concern-infected,2020-20-03,all,24.29691,37.2181,25.39157,11.64195,2020-02-04 17:46
concern-economy,2020-20-03,all,47.62551,32.997,12.07553,5.92444,2020-02-04 17:46
concern-infected,2020-19-03,all,24.29691,37.2181,25.39157,11.64195,2020-02-04 17:46
concern-economy,2020-19-03,all,45.38528,34.18507,12.70884,6.211256,2020-02-04 17:46
concern-infected,2020-18-03,all,23.46276,34.76722,26.64241,13.64039,2020-02-04 17:46
concern-economy,2020-18-03,all,45.38528,34.18507,12.70884,6.211256,2020-02-04 17:46
concern-economy,2020-17-03,all,44.04733,34.81139,12.98826,6.417843,2020-02-04 17:46
concern-infected,2020-17-03,all,23.46276,34.76722,26.64241,13.64039,2020-02-04 17:46
concern-economy,2020-16-03,all,42.46375,35.49059,13.57028,6.670887,2020-02-04 17:46
concern-infected,2020-16-03,all,23.74623,34.44712,26.40847,13.77206,2020-02-04 17:46
concern-economy,2020-15-03,all,37.13918,37.96914,15.01443,7.490304,2020-02-04 17:46
concern-infected,2020-15-03,all,23.27218,34.20933,26.65161,14.2085,2020-02-04 17:46
concern-infected,2020-14-03,all,22.14673,33.64861,28.11237,14.37209,2020-02-04 17:46
concern-economy,2020-14-03,all,34.88319,38.08405,15.9141,8.212915,2020-02-04 17:46
concern-economy,2020-13-03,all,34.09245,38.4781,16.53161,8.28289,2020-02-04 17:46
concern-infected,2020-13-03,all,22.14673,33.64861,28.11237,14.37209,2020-02-04 17:46
concern-infected,2020-12-03,all,22.32016,33.02826,28.9935,14.40557,2020-02-04 17:46
concern-economy,2020-12-03,all,34.21951,36.67172,18.38413,7.946908,2020-02-04 17:46
concern-infected,2020-11-03,all,22.4244,31.26108,30.29826,15.62325,2020-02-04 17:46
concern-economy,2020-11-03,all,34.21951,36.67172,18.38413,7.946908,2020-02-04 17:46
concern-infected,2020-10-03,all,22.10178,31.99989,28.88765,16.59942,2020-02-04 17:46
concern-economy,2020-10-03,all,34.21951,36.67172,18.38413,7.946908,2020-02-04 17:46
concern-economy,2020-09-03,all,33.85994,36.65052,18.78105,8.071594,2020-02-04 17:46
concern-infected,2020-09-03,all,22.4908,31.72139,28.51094,16.74567,2020-02-04 17:46
concern-economy,2020-08-03,all,33.83747,36.61839,19.02329,8.326152,2020-02-04 17:46
concern-infected,2020-08-03,all,20.62768,31.46883,29.76527,17.3044,2020-02-04 17:46
concern-economy,2020-07-03,all,33.17934,36.48302,19.92439,7.631758,2020-02-04 17:46
concern-infected,2020-07-03,all,19.82386,28.96277,32.97747,17.23682,2020-02-04 17:46
concern-economy,2020-06-03,all,33.17934,36.48302,19.92439,7.631758,2020-02-04 17:46
concern-infected,2020-06-03,all,19.82386,28.96277,32.97747,17.23682,2020-02-04 17:46
concern-economy,2020-05-03,all,33.17934,36.48302,19.92439,7.631758,2020-02-04 17:46
concern-infected,2020-05-03,all,19.82386,28.96277,32.97747,17.23682,2020-02-04 17:46
concern-economy,2020-04-03,all,32.43756,35.37135,20.94713,8.149701,2020-02-04 17:46
concern-infected,2020-04-03,all,19.82386,28.96277,32.97747,17.23682,2020-02-04 17:46
concern-infected,2020-03-03,all,19.82386,28.96277,32.97747,17.23682,2020-02-04 17:46
concern-economy,2020-03-03,all,32.43756,35.37135,20.94713,8.149701,2020-02-04 17:46
concern-infected,2020-02-03,all,17.90033,24.96559,35.13448,20.38884,2020-02-04 17:46
concern-economy,2020-02-03,all,28.73197,34.83743,21.58282,10.18496,2020-02-04 17:46
concern-infected,2020-01-03,all,17.90033,24.96559,35.13448,20.38884,2020-02-04 17:46
concern-economy,2020-01-03,all,28.73197,34.83743,21.58282,10.18496,2020-02-04 17:46
concern-infected,2020-29-02,all,17.90033,24.96559,35.13448,20.38884,2020-02-04 17:46
concern-economy,2020-29-02,all,25.62871,35.5055,24.18785,11.32783,2020-02-04 17:46
concern-infected,2020-28-02,all,17.90033,24.96559,35.13448,20.38884,2020-02-04 17:46
concern-economy,2020-28-02,all,25.62871,35.5055,24.18785,11.32783,2020-02-04 17:46
concern-economy,2020-27-02,all,25.62871,35.5055,24.18785,11.32783,2020-02-04 17:46
concern-infected,2020-27-02,all,17.55785,24.40722,36.65177,20.91708,2020-02-04 17:46
concern-infected,2020-26-02,all,17.55785,24.40722,36.65177,20.91708,2020-02-04 17:46
concern-economy,2020-26-02,all,25.62871,35.5055,24.18785,11.32783,2020-02-04 17:46
concern-infected,2020-25-02,all,17.55785,24.40722,36.65177,20.91708,2020-02-04 17:46
concern-economy,2020-25-02,all,22.2899,34.34493,27.1253,13.61984,2020-02-04 17:46
concern-infected,2020-24-02,all,18.43492,23.51789,36.31841,20.99664,2020-02-04 17:46
concern-economy,2020-24-02,all,22.2899,34.34493,27.1253,13.61984,2020-02-04 17:46
concern-infected,2020-23-02,all,18.43492,23.51789,36.31841,20.99664,2020-02-04 17:46
concern-economy,2020-23-02,all,22.2899,34.34493,27.1253,13.61984,2020-02-04 17:46
concern-economy,2020-22-02,all,22.2899,34.34493,27.1253,13.61984,2020-02-04 17:46
concern-infected,2020-22-02,all,18.43492,23.51789,36.31841,20.99664,2020-02-04 17:46
concern-economy,2020-21-02,all,22.2899,34.34493,27.1253,13.61984,2020-02-04 17:46
concern-infected,2020-21-02,all,18.43492,23.51789,36.31841,20.99664,2020-02-04 17:46
concern-economy,2020-20-02,all,22.2899,34.34493,27.1253,13.61984,2020-02-04 17:46
concern-infected,2020-20-02,all,18.43492,23.51789,36.31841,20.99664,2020-02-04 17:46
concern-economy,2020-19-02,all,22.2899,34.34493,27.1253,13.61984,2020-02-04 17:46
concern-infected,2020-19-02,all,18.43492,23.51789,36.31841,20.99664,2020-02-04 17:46
concern-infected,2020-18-02,all,18.43492,23.51789,36.31841,20.99664,2020-02-04 17:46
concern-economy,2020-18-02,all,22.2899,34.34493,27.1253,13.61984,2020-02-04 17:46
concern-economy,2020-17-02,all,22.7564,32.28901,24.01514,8.969726,2020-02-04 17:46
concern-infected,2020-17-02,all,16.4273,24.80625,37.79734,19.74481,2020-02-04 17:46
concern-economy,2020-16-02,all,22.7564,32.28901,24.01514,8.969726,2020-02-04 17:46
concern-infected,2020-16-02,all,16.4273,24.80625,37.79734,19.74481,2020-02-04 17:46
concern-economy,2020-15-02,all,22.7564,32.28901,24.01514,8.969726,2020-02-04 17:46
concern-infected,2020-15-02,all,11.7618,26.27597,39.08025,19.99529,2020-02-04 17:46
