subject,modeldate,party,startdate,enddate,pollster,grade,samplesize,population,weight,influence,multiversions,tracking,very,somewhat,not_very,not_at_all,very_adjusted,somewhat_adjusted,not_very_adjusted,not_at_all_adjusted,timestamp,url
concern-infected,2022-05-01,all,2020-11-05,2020-14-05,Global Strategy Group/GBAO (Navigator Research),B/C,252.5,rv,0.07864031,0,,T,38,35,18.5,9,34.503731,36.851769,18.526338,10.177879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.14.20.pdf
concern-infected,2022-05-01,all,2020-11-05,2020-17-05,Gallup,B+,4117,a,1.0145542,0,,,10,41,34,16,24.66947,36.665952,25.426226,13.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-13-05,2020-14-05,Harris Insights & Analytics,B+,1854,rv,2.0350632,0,,,22,36,25,17,22.827906,36.355982,24.737711,15.576573,2022-05-01 09:17,https://harvardharrispoll.com/wp-content/uploads/2020/05/May20_HHP_RegisteredVoters_Crosstabs.pdf
concern-infected,2022-05-01,all,2020-12-05,2020-15-05,Global Strategy Group/GBAO (Navigator Research),B/C,758.25,rv,0.23637075,0,,T,40.5,32,18,9.5,37.003731,33.851769,18.026338,10.677879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigator-Daily-Tracker-Topline-F05.15.20.pdf
concern-infected,2022-05-01,all,2020-13-05,2020-14-05,Ipsos,B-,564,a,0.46849512,0,,,36,43,17,5,35.621589,39.543978,18.427825,7.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-05/topline-abc-coronavirus-wave-9.pdf
concern-infected,2022-05-01,all,2020-14-05,2020-18-05,Quinnipiac University,A-,1323,rv,1.7839288,0,,,45,32,15,8,39.795444,33.316583,18.19494,8.3746542,2022-05-01 09:17,https://poll.qu.edu/national/release-detail?ReleaseID=3661
concern-infected,2022-05-01,all,2020-15-05,2020-17-05,Change Research,B-,1424,lv,1.059473,0,,,48,22,20,9,44.391694,27.384552,17.140174,9.8093833,2022-05-01 09:17,https://www.changeresearch.com/post/states-of-play-battleground-wave-4
concern-infected,2022-05-01,all,2020-14-05,2020-18-05,AP-NORC,,1056,a,0.80287014,0,,,42,31,18,7,37.9995,32.126351,18.576269,9.142945,2022-05-01 09:17,http://www.apnorc.org/projects/Documents/may_reopen_topline_5_20.pdf
concern-infected,2022-05-01,all,2020-15-05,2020-17-05,LÃ©ger,,1001,a,0.30125624,0,,,28,35,19,13.5,32.675718,35.3498,20.413089,10.796185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/05/Leger-National-Weekly-Pandemic-Tracker-May-19-2020.pdf
concern-infected,2022-05-01,all,2020-15-05,2020-17-05,YouGov,B+,1000,a,0.33167254,0,,,34,40,16,7,38.714611,38.107493,14.155126,6.3673536,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/05/22/5ec83680c5b600109ea0d27d.pdf
concern-infected,2022-05-01,all,2020-12-05,2020-19-05,Firehouse Strategies/Ãptimus,,456,a,0.18416387,0,,T,28.5,38.5,22.2,10.5,30.057444,36.713388,21.555729,11.413503,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-21-2020
concern-infected,2022-05-01,all,2020-15-05,2020-18-05,Global Strategy Group/GBAO (Navigator Research),B/C,1011,rv,0.31940724,0,,T,34.5,35,21.5,8.5,31.003731,36.851769,21.526338,9.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigating-Coronavirus-Tracking-Topline-F05.19.20.pdf
concern-infected,2022-05-01,all,2020-17-05,2020-19-05,YouGov,B+,1500,a,0.49839653,0,,,21,41,25,13,25.714611,39.107493,23.155126,12.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/q0t43bjops/econTabReport.pdf
concern-infected,2022-05-01,all,2020-17-05,2020-20-05,Fox News/Beacon Research/Shaw & Co. Research,A,1207,rv,2.050297,0,,,35,36,18,10,32.700717,36.584677,18.71155,10.845615,2022-05-01 09:17,https://static.foxnews.com/foxnews.com/content/uploads/2020/05/Fox_May-17-20-2020_Complete_National_Topline_May-21-Release.pdf
concern-infected,2022-05-01,all,2020-18-05,2020-20-05,Echelon Insights,B/C,1000,lv,1.077937,0,,,45,32,21,2,35.595841,36.015499,20.119723,7.7219348,2022-05-01 09:17,https://echeloninsights.com/in-the-news/september-omnibus-covid/
concern-infected,2022-05-01,all,2020-19-05,2020-19-05,Data for Progress,B,934,a,0.66289677,0,,,29.98,38.49,20.17,10.46,29.416894,38.080238,21.241694,10.841458,2022-05-01 09:17,https://doi.org/10.7910/DVN/XJLZIN
concern-infected,2022-05-01,all,2020-16-05,2020-23-05,Firehouse Strategies/Ãptimus,,341.625,a,0.14754789,0,,T,27.6,37.4,24.8,9.7,29.157444,35.613388,24.155729,10.613503,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-25-2020
concern-infected,2022-05-01,all,2020-20-05,2020-21-05,Ipsos,B-,733,a,0.66187035,0,,,36,42,15,7,35.621589,38.543978,16.427825,9.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-05/topline-abc-coronavirus-wave-10.pdf
concern-infected,2022-05-01,all,2020-18-05,2020-24-05,Gallup,B+,3892,a,1.0052952,0,,,9,43,34,14,23.66947,38.665952,25.426226,11.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-21-05,2020-25-05,Global Strategy Group/GBAO (Navigator Research),B/C,1012,rv,0.34207325,0,,,37,35.5,20,7.5,33.503731,37.351769,20.026338,8.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/05/Navigating-Coronavirus-Tracking-Topline-F05.26.20.pdf
concern-infected,2022-05-01,all,2020-22-05,2020-24-05,YouGov,B+,1000,a,0.33826242,0,,,32,34,21,9,36.714611,32.107493,19.155126,8.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/ld11fmv27h/tabs_HP_Coronavirus_20200522.pdf
concern-infected,2022-05-01,all,2020-19-05,2020-26-05,Firehouse Strategies/Ãptimus,,901,a,0.41821752,0,,T,26.5,37,25.5,10.2,28.057444,35.213388,24.855729,11.113503,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-28-2020
concern-infected,2022-05-01,all,2020-22-05,2020-25-05,LÃ©ger,,1005,a,0.29850205,0,,,28.5,37,17,15.5,33.175718,37.3498,18.413089,12.796185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/05/Leger-National-weekly-pandemic-tracker-May-25-2020.pdf
concern-infected,2022-05-01,all,2020-21-05,2020-27-05,TargetSmart/William & Mary,B/C,1200,rv,1.1703207,0,,,26,38,22,13,26.682454,37.057124,21.996124,13.414031,2022-05-01 09:17,https://insights.targetsmart.com/Analysis/covid_national_survey_may_2020/tsmart_TS_COVID_2_banner_book.pdf
concern-infected,2022-05-01,all,2020-23-05,2020-26-05,YouGov,B+,1500,a,0.5069342,0,,,24,40,25,11,28.714611,38.107493,23.155126,10.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/5fsvmrvvhh/econTabReport.pdf
concern-infected,2022-05-01,all,2020-26-05,2020-26-05,Data for Progress,B,833,a,0.6581626,0,,,34.82,36.24,19.17,9.48,34.256894,35.830238,20.241694,9.8614581,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1m82bllf9dvqaktcX8vRc9QLar8zdjykJrf84NkfIft8/edit
concern-infected,2022-05-01,all,2020-25-05,2020-28-05,ABC News/The Washington Post,A+,1001,a,1.8239768,0,,,30,33,22,13,33.802946,32.44396,21.808681,11.645253,2022-05-01 09:17,https://www.washingtonpost.com/context/may-25-28-2020-washington-post-abc-news-poll/bb30c35e-797e-4b5c-91fc-1a1cdfbe85cc/
concern-infected,2022-05-01,all,2020-23-05,2020-30-05,Ãptimus,,340.5,a,0.19775794,0,,T,24.6,36.3,27.4,10.7,27.416512,35.748962,26.032629,10.507209,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-01-2020
concern-infected,2022-05-01,all,2020-25-05,2020-31-05,Gallup,B+,3916,a,1.0424633,0,,,9,38,36,16,23.66947,33.665952,27.426226,13.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-21-05,2020-05-06,AP-NORC,,3404,a,2.0004004,0,,,22,38,28,12,17.9995,39.126351,28.576269,14.142945,2022-05-01 09:17,https://www.aei.org/wp-content/uploads/2020/06/AEI-COVID-19-and-American-Life-Survey-Topline.pdf
concern-infected,2022-05-01,all,2020-28-05,2020-01-06,Global Strategy Group/GBAO (Navigator Research),B/C,1007,rv,0.35702477,0,,,33,32.5,24.5,9.5,29.503731,34.351769,24.526338,10.677879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/06/Navigating-Coronavirus-Tracking-Topline-F06.02.20.pdf
concern-infected,2022-05-01,all,2020-28-05,2020-01-06,Monmouth University,A,807,a,1.4518981,0,,,37,32,14,16,30.461547,35.959668,17.254832,15.340002,2022-05-01 09:17,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_061520.pdf/
concern-infected,2022-05-01,all,2020-26-05,2020-02-06,Ãptimus,,453.5,a,0.23122572,0,,T,22.8,39.2,24.9,12.2,25.616512,38.648962,23.532629,12.007209,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-04-2020
concern-infected,2022-05-01,all,2020-29-05,2020-31-05,YouGov,B+,1000,a,0.33559335,0,,,29,36,21,10,33.714611,34.107493,19.155126,9.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/2gy7be8emb/tabs_HP_Coronavirus_20200529.pdf
concern-infected,2022-05-01,all,2020-29-05,2020-31-05,LÃ©ger,,1002,a,0.29386663,0,,,25.5,34.5,20,17,30.175718,34.8498,21.413089,14.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/06/Leger-National-Weekly-Pandemic-Tracker-June-1-2020.pdf
concern-infected,2022-05-01,all,2020-29-05,2020-01-06,YouGov,B+,2071,a,0.68953899,0,,,30,39,19,11,34.714611,37.107493,17.155126,10.367354,2022-05-01 09:17,https://drive.google.com/file/d/1ypj11mR3myQIudjo1R9Cv--lS4P2Mpq3/view
concern-infected,2022-05-01,all,2020-28-05,2020-02-06,NBC News/The Wall Street Journal,B+,1000,rv,1.4509205,0,,,25,38,24,11,27.251802,36.847682,23.08681,11.0981,2022-05-01 09:17,https://assets.documentcloud.org/documents/6938425/200266-NBCWSJ-June-Poll.pdf
concern-infected,2022-05-01,all,2020-31-05,2020-02-06,YouGov,B+,1500,a,0.50288647,0,,,20,38,28,13,24.714611,36.107493,26.155126,12.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/c00sty9kik/econTabReport.pdf
concern-infected,2022-05-01,all,2020-01-06,2020-03-06,Civiqs,B-,1327,a,1.3254815,0,,,14,37,20,29,21.513823,36.065481,17.41512,25.181928,2022-05-01 09:17,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_06_z972k3.pdf
concern-infected,2022-05-01,all,2020-30-05,2020-06-06,Ãptimus,,333.375,a,0.1536226,0,,T,23.7,37.6,23.9,14.3,26.516512,37.048962,22.532629,14.107209,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-08-2020
concern-infected,2022-05-01,all,2020-01-06,2020-07-06,Gallup,B+,4000,a,1.0867505,0,,,8,39,35,18,22.66947,34.665952,26.426226,15.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-05-06,2020-07-06,LÃ©ger,,1001,a,0.29361501,0,,,23.5,34.5,20.5,17.5,28.175718,34.8498,21.913089,14.796185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/06/Leger-National-Weekly-Pandemic-Tracker-June-8th-2020.pdf
concern-infected,2022-05-01,all,2020-05-06,2020-07-06,YouGov,B+,1000,a,0.35392707,0,,,26,36,23,11,30.714611,34.107493,21.155126,10.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/4x2nsulvy0/tabs_HP_Coronavirus_20200605.pdf
concern-infected,2022-05-01,all,2020-02-06,2020-09-06,Ãptimus,,426,a,0.18895683,0,,T,26.5,34.9,24,14.3,29.316512,34.348962,22.632629,14.107209,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-11-2020
concern-infected,2022-05-01,all,2020-04-06,2020-08-06,Global Strategy Group/GBAO (Navigator Research),B/C,1608,rv,0.5615291,0,,,31.5,33.5,22.5,13,28.003731,35.351769,22.526338,14.177879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/06/Navigating-Coronavirus-Full-Topline-F06.11.20.pdf
concern-infected,2022-05-01,all,2020-07-06,2020-09-06,YouGov,B+,1500,a,0.5383575,0,,,20,38,28,14,24.714611,36.107493,26.155126,13.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/ngcg634q9k/econTabReport.pdf
concern-infected,2022-05-01,all,2020-09-06,2020-09-06,Data for Progress,B,836,a,0.79311155,0,,,24.83,38.51,22.47,13.59,24.266894,38.100238,23.541694,13.971458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1Ulb7_xHlxGXMc9CFALO64lP5Tow0Qsh6ENzKySO9fnc/edit
concern-infected,2022-05-01,all,2020-06-06,2020-13-06,Ãptimus,,337.125,a,0.14845737,0,,T,26,37.8,22.4,12.3,28.816512,37.248962,21.032629,12.107209,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-15-2020
concern-infected,2022-05-01,all,2020-10-06,2020-11-06,Ipsos,B-,686,a,0.76357836,0,,,28,41,23,8,27.621589,37.543978,24.427825,10.548828,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-06/topline-abc-coronavirus-wave-12.pdf
concern-infected,2022-05-01,all,2020-08-06,2020-14-06,Gallup,B+,3624,a,1.0082711,0,,,9,40,34,18,23.66947,35.665952,25.426226,15.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-12-06,2020-14-06,LÃ©ger,,1004,a,0.29751549,0,,,26,34,19,17,30.675718,34.3498,20.413089,14.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/06/Leger-National-Weekly-Pandemic-Tracker-June-15-2020.pdf
concern-infected,2022-05-01,all,2020-09-06,2020-16-06,Ãptimus,,859,a,0.37552038,0,,T,23.9,35.8,23.6,12.5,26.716512,35.248962,22.232629,12.307209,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-18-2020
concern-infected,2022-05-01,all,2020-11-06,2020-15-06,AP-NORC,,1310,a,1.1105611,0,,,32,36,22,9,27.9995,37.126351,22.576269,11.142945,2022-05-01 09:17,http://apnorc.org/PDFs/AP-NORC%20June%202020/Topline_covid.pdf
concern-infected,2022-05-01,all,2020-12-06,2020-14-06,YouGov,B+,1000,a,0.36753976,0,,,29,37,19,11,33.714611,35.107493,17.155126,10.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/4xyjgiwnim/tabs_HP_Coronavirus_20200612.pdf
concern-infected,2022-05-01,all,2020-11-06,2020-15-06,Quinnipiac University,A-,1332,rv,1.7356538,0,,,36,33,15,16,30.795444,34.316583,18.19494,16.374654,2022-05-01 09:17,https://poll.qu.edu/national/release-detail?ReleaseID=3664
concern-infected,2022-05-01,all,2020-11-06,2020-15-06,Global Strategy Group/GBAO (Navigator Research),B/C,1009,rv,0.37469373,0,,,34.5,31.5,22,12,31.003731,33.351769,22.026338,13.177879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/06/Navigating-Coronavirus-Full-Topline-F06.18.20.pdf
concern-infected,2022-05-01,all,2020-12-06,2020-16-06,Echelon Insights,B/C,1000,rv,1.1044196,0,,,46,27,27,1,36.595841,31.015499,26.119723,6.7219348,2022-05-01 09:17,https://echeloninsights.com/in-the-news/september-omnibus-covid/
concern-infected,2022-05-01,all,2020-14-06,2020-16-06,YouGov,B+,1500,a,0.54961409,0,,,21,38,28,13,25.714611,36.107493,26.155126,12.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/vgqowgynze/econTabReport.pdf
concern-infected,2022-05-01,all,2020-15-06,2020-21-06,Gallup,B+,3803,a,1.0746111,0,,,9,39,35,18,23.66947,34.665952,26.426226,15.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-18-06,2020-22-06,Global Strategy Group/GBAO (Navigator Research),B/C,1313,rv,0.51407963,0,,,32.5,31,24,12,29.003731,32.851769,24.026338,13.177879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/06/Navigating-Coronavirus-Full-Topline-F06.24.20.pdf
concern-infected,2022-05-01,all,2020-19-06,2020-21-06,LÃ©ger,,1002,a,0.29758001,0,,,23,35,21,17,27.675718,35.3498,22.413089,14.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/06/Leger-National-weekly-pandemic-tracker-june-22nd-2020-1.pdf
concern-infected,2022-05-01,all,2020-19-06,2020-22-06,YouGov,B+,1000,a,0.35300066,0,,,31,38,18,10,35.714611,36.107493,16.155126,9.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/mksvh1nepl/tabs_HP_Coronavirus_20200619.pdf
concern-infected,2022-05-01,all,2020-21-06,2020-23-06,YouGov,B+,1500,a,0.52499234,0,,,22,38,27,13,26.714611,36.107493,25.155126,12.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/cjd35jrh5o/econTabReport.pdf
concern-infected,2022-05-01,all,2020-23-06,2020-23-06,Data for Progress,B,855,a,0.84938184,0,,,28.75,39.18,18.94,12.75,28.186894,38.770238,20.011694,13.131458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1jqgTFa89Ef_7Nx_s5CqGj_aYciJkukoSnihIjoU8r4I/edit
concern-infected,2022-05-01,all,2020-22-06,2020-28-06,Gallup,B+,3454,a,0.99064152,0,,,12,44,30,15,26.66947,39.665952,21.426226,12.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-24-06,2020-25-06,Ipsos,B-,579,a,0.71306861,0,,,34,43,19,5,33.621589,39.543978,20.427825,7.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-06/topline-abc_ipsos-poll-june-25-2020-trend.pdf
concern-infected,2022-05-01,all,2020-23-06,2020-27-06,Ãptimus,,999,a,0.53530692,0,,T,23.1,39.3,21.8,13.8,25.916512,38.748962,20.432629,13.607209,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-29-2020
concern-infected,2022-05-01,all,2020-23-06,2020-26-06,YouGov,B+,2009,a,0.69707597,0,,,34,37,17,11,38.714611,35.107493,15.155126,10.367354,2022-05-01 09:17,https://drive.google.com/file/d/1l0XruPxbVV8mBoT0mpmeLk4AmbnkIGeH/view
concern-infected,2022-05-01,all,2020-26-06,2020-28-06,LÃ©ger,,1005,a,0.30103436,0,,,26,35,21,16,30.675718,35.3498,22.413089,13.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/06/Legers-Weekly-Survey-June-29-2020.pdf
concern-infected,2022-05-01,all,2020-26-06,2020-29-06,YouGov,B+,1000,a,0.34900118,0,,,33,38,18,9,37.714611,36.107493,16.155126,8.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/byy9drb31x/tabs_HP_Coronavirus_20200626.pdf
concern-infected,2022-05-01,all,2020-25-06,2020-30-06,Global Strategy Group/GBAO (Navigator Research),B/C,1204,rv,0.54017745,0,,,37,32,20.5,10.5,33.503731,33.851769,20.526338,11.677879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/07/Navigating-Coronavirus-Full-Topline-F06.30.20.pdf
concern-infected,2022-05-01,all,2020-26-06,2020-30-06,Monmouth University,A,867,a,1.5727149,0,,,41,26,17,15,34.461547,29.959668,20.254832,14.340002,2022-05-01 09:17,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_070120.pdf/
concern-infected,2022-05-01,all,2020-28-06,2020-30-06,YouGov,B+,1500,a,0.52671248,0,,,22,43,3,12,26.714611,41.107493,1.1551258,11.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/k05rp8ded6/econTabReport.pdf
concern-infected,2022-05-01,all,2020-29-06,2020-05-07,Gallup,B+,3615,a,1.0377008,0,,,12,42,30,15,26.66947,37.665952,21.426226,12.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-03-07,2020-05-07,LÃ©ger,,1006,a,0.30599218,0,,,24,36,21,15,28.675718,36.3498,22.413089,12.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/07/Legers-Weekly-Survey-July-6-2020-1.pdf
concern-infected,2022-05-01,all,2020-03-07,2020-06-07,YouGov,B+,1000,a,0.36561721,0,,,35,36,15,10,39.714611,34.107493,13.155126,9.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/t8umayhzsr/tabs_HP_Coronavirus_20200703.pdf
concern-infected,2022-05-01,all,2020-05-07,2020-07-07,YouGov,B+,1500,a,0.55116977,0,,,23,39,25,13,27.714611,37.107493,23.155126,12.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/lraqqdhd7j/econTabReport.pdf
concern-infected,2022-05-01,all,2020-07-07,2020-07-07,Data for Progress,B,790,a,0.78445952,0,,,34.67,36.16,16.62,11.32,34.106894,35.750238,17.691694,11.701458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1uArOeLkRvJ-QkYPhu97acZx426SFgU0wAwu0jfF7ABg/edit
concern-infected,2022-05-01,all,2020-06-07,2020-12-07,Gallup,B+,3612,a,1.031428,0,,,14,39,31,16,28.66947,34.665952,22.426226,13.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-10-07,2020-12-07,YouGov,B+,1000,a,0.37475209,0,,,38,34,15,10,42.714611,32.107493,13.155126,9.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/83fwc1fiim/tabs_HP_Coronavirus_20200710.pdf
concern-infected,2022-05-01,all,2020-09-07,2020-13-07,Quinnipiac University,A-,1273,rv,1.7624658,0,,,48,31,12,9,42.795444,32.316583,15.19494,9.3746542,2022-05-01 09:17,https://poll.qu.edu/national/release-detail?ReleaseID=3666
concern-infected,2022-05-01,all,2020-10-07,2020-12-07,LÃ©ger,,1001,a,0.31426293,0,,,26,35,19,16,30.675718,35.3498,20.413089,13.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/07/Legers-Weekly-Survey-July-13-2020-1.pdf
concern-infected,2022-05-01,all,2020-09-07,2020-13-07,Global Strategy Group/GBAO (Navigator Research),B/C,1002,rv,0.51474046,0,,,46,30,15,9,42.503731,31.851769,15.026338,10.177879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/07/Navigating-Coronavirus-Full-Topline-07.14.20.pdf
concern-infected,2022-05-01,all,2020-12-07,2020-14-07,YouGov,B+,1500,a,0.55126462,0,,,24,40,26,11,28.714611,38.107493,24.155126,10.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/hpupr0zhkl/econTabReport.pdf
concern-infected,2022-05-01,all,2020-12-07,2020-15-07,ABC News/The Washington Post,A+,1006,a,1.9595705,0,,,33,33,17,12,36.802946,32.44396,16.808681,10.645253,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1v1clZFRQX3VBvmMLwv26Pzgv7wb19phCHTABTQ-HRtU/edit
concern-infected,2022-05-01,all,2020-13-07,2020-19-07,Gallup,B+,3745,a,1.0601153,0,,,16,43,28,13,30.66947,38.665952,19.426226,10.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-17-07,2020-19-07,LÃ©ger,,1004,a,0.33567399,0,,,27,34,18,17,31.675718,34.3498,19.413089,14.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/07/Legers-Weekly-Survey-July-20-2020.pdf
concern-infected,2022-05-01,all,2020-17-07,2020-19-07,YouGov,B+,1000,a,0.35866689,0,,,37,34,16,9,41.714611,32.107493,14.155126,8.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/q175vngukj/tabs_HP_Coronavirus_20200717.pdf
concern-infected,2022-05-01,all,2020-16-07,2020-20-07,Global Strategy Group/GBAO (Navigator Research),B/C,1015,rv,0.55046295,0,,,47,32,15,6,43.503731,33.851769,15.026338,7.1778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/07/Navigating-Coronavirus-Full-Topline-07.21.20.pdf
concern-infected,2022-05-01,all,2020-16-07,2020-20-07,AP-NORC,,1057,a,1.3556087,0,,,49,31,11,8,44.9995,32.126351,11.576269,10.142945,2022-05-01 09:17,https://apnorc.org/wp-content/uploads/2020/07/topline_release2.pdf
concern-infected,2022-05-01,all,2020-17-07,2020-22-07,Echelon Insights,B/C,1000,rv,1.1122522,0,,,51,28,20,1,41.595841,32.015499,19.119723,6.7219348,2022-05-01 09:17,https://echeloninsights.com/in-the-news/september-omnibus-covid/
concern-infected,2022-05-01,all,2020-19-07,2020-21-07,YouGov,B+,1500,a,0.52801747,0,,,26,38,25,11,30.714611,36.107493,23.155126,10.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/8uw05wqpg2/econTabReport.pdf
concern-infected,2022-05-01,all,2020-21-07,2020-21-07,Data for Progress,B,780,a,0.70401026,0,,,32.71,34.74,20.36,10.15,32.146894,34.330238,21.431694,10.531458,2022-05-01 09:17,https://docs.google.com/spreadsheets/d/1a_8Vk2KGs5CZ51Rcyu8WChFIErQ1US9DNk9fcuuGvME/edit
concern-infected,2022-05-01,all,2020-20-07,2020-26-07,Gallup,B+,3816,a,1.0844245,0,,,15,44,28,13,29.66947,39.665952,19.426226,10.642361,2022-05-01 09:17,https://news.gallup.com/poll/308222/coronavirus-pandemic.aspx
concern-infected,2022-05-01,all,2020-21-07,2020-24-07,YouGov,B+,2008,a,0.70024727,0,,,35,37,17,11,39.714611,35.107493,15.155126,10.367354,2022-05-01 09:17,https://drive.google.com/file/d/1p7C6oD2-2d0TNMlFQADlMQV9bBkNXQ35/view
concern-infected,2022-05-01,all,2020-22-07,2020-23-07,Ipsos,B-,543,a,0.75748153,0,,,37,40,17,6,36.621589,36.543978,18.427825,8.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-07/topline-abc-wave16-072420.pdf
concern-infected,2022-05-01,all,2020-24-07,2020-26-07,LÃ©ger,,1004,a,0.39119825,0,,,30,34,15,16,34.675718,34.3498,16.413089,13.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/07/Legers-Weekly-Survey-July-27-2020.pdf
